mRNA,TCGA-IB-A6UG-01A,TCGA-3A-A9IU-01A,TCGA-FB-A545-01A,TCGA-IB-AAUQ-01A,TCGA-HV-A5A3-01A,TCGA-IB-7897-01A,TCGA-HV-AA8V-01A,TCGA-HV-A5A5-01A,TCGA-M8-A5N4-01A,TCGA-3A-A9IJ-01A,TCGA-HZ-8637-01A,TCGA-IB-AAUN-01A,TCGA-IB-AAUW-01A,TCGA-IB-7888-01A,TCGA-2L-AAQA-01A,TCGA-RB-A7B8-01A,TCGA-2L-AAQM-01A,TCGA-2J-AABE-01A,TCGA-IB-7889-01A,TCGA-IB-A6UF-01A,TCGA-F2-A8YN-01A,TCGA-F2-A44H-01A,TCGA-YH-A8SY-01A,TCGA-3A-A9IC-01A,TCGA-HZ-A4BK-01A,TCGA-Z5-AAPL-01A,TCGA-H6-A45N-01A,TCGA-HZ-A4BH-01A,TCGA-F2-A7TX-01A,TCGA-Q3-A5QY-01A,TCGA-F2-A44G-01A,TCGA-HZ-A49G-01A,TCGA-HZ-8005-01A,TCGA-HZ-8001-01A,TCGA-LB-A7SX-01A,TCGA-HV-A5A6-01A,TCGA-HZ-8003-01A,TCGA-IB-AAUS-01A,TCGA-HZ-A77P-01A,TCGA-US-A77E-01A,TCGA-IB-7890-01A,TCGA-LB-A9Q5-01A,TCGA-IB-7644-01A,TCGA-2J-AABT-01A,TCGA-2J-AAB1-01A,TCGA-HZ-7920-01A,TCGA-3A-A9IL-01A,TCGA-2J-AABI-01A,TCGA-IB-7647-01A,TCGA-IB-A5SS-01A,TCGA-S4-A8RO-01A,TCGA-IB-A5ST-01A,TCGA-HZ-7918-01A,TCGA-XD-AAUI-01A,TCGA-IB-AAUO-01A,TCGA-PZ-A5RE-01A,TCGA-2J-AABA-01A,TCGA-HV-A5A4-01A,TCGA-3A-A9IZ-01A,TCGA-XD-AAUL-01A,TCGA-IB-7886-01A,TCGA-S4-A8RM-01A,TCGA-HZ-A49H-01A,TCGA-HZ-8636-01A,TCGA-IB-AAUU-01A,TCGA-IB-7885-01A,TCGA-2J-AABO-01A,TCGA-HZ-A8P1-01A,TCGA-2J-AABV-01A,TCGA-US-A77G-01A,TCGA-US-A774-01A,TCGA-HZ-7919-01A,TCGA-2J-AABU-01A,TCGA-IB-7651-01A,TCGA-HZ-8315-01A,TCGA-2L-AAQL-01A,TCGA-IB-7893-01A,TCGA-FB-A7DR-01A,TCGA-FB-AAPS-01A,TCGA-IB-AAUP-01A,TCGA-3A-A9IS-01A,TCGA-3A-A9I7-01A,TCGA-2J-AABP-01A,TCGA-HV-A7OL-01A,TCGA-F2-6879-01A,TCGA-FB-A4P6-01A,TCGA-HV-A7OP-01A,TCGA-HZ-7922-01A,TCGA-FB-AAPU-01A,TCGA-3A-A9IX-01A,TCGA-HZ-8317-01A,TCGA-3A-A9J0-01A,TCGA-FB-A4P5-01A,TCGA-3E-AAAZ-01A,TCGA-3E-AAAY-01A,TCGA-H6-8124-01A,TCGA-2L-AAQI-01A,TCGA-HZ-A8P0-01A,TCGA-3A-A9I5-01A,TCGA-YB-A89D-01A,TCGA-2J-AABH-01A,TCGA-IB-7646-01A,TCGA-US-A776-01A,TCGA-IB-A5SO-01A,TCGA-FB-AAQ0-01A,TCGA-RB-AA9M-01A,TCGA-IB-A5SP-01A,TCGA-HZ-A77Q-01A,TCGA-IB-7654-01A,TCGA-3A-A9IN-01A,TCGA-3A-A9IV-01A,TCGA-3A-A9IR-01A,TCGA-IB-AAUV-01A,TCGA-HZ-7289-01A,TCGA-FB-AAPP-01A,TCGA-IB-A7LX-01A,TCGA-IB-A7M4-01A,TCGA-3A-A9IO-01A,TCGA-US-A779-01A,TCGA-2L-AAQE-01A,TCGA-FB-AAQ6-01A,TCGA-2J-AABK-01A,TCGA-HV-AA8X-01A,TCGA-IB-AAUM-01A,TCGA-H8-A6C1-01A,TCGA-F2-7273-01A,TCGA-FB-AAPY-01A,TCGA-FB-A78T-01A,TCGA-IB-8126-01A,TCGA-Q3-AA2A-01A,TCGA-HZ-8002-01A,TCGA-IB-A5SQ-01A,TCGA-HZ-A49I-01A,TCGA-HZ-7926-01A,TCGA-IB-AAUR-01A,TCGA-FB-A5VM-01A,TCGA-FB-AAQ3-01A,TCGA-2J-AABR-01A,TCGA-XN-A8T5-01A,TCGA-IB-8127-01A,TCGA-3A-A9IH-01A,TCGA-XD-AAUG-01A,TCGA-IB-7891-01A,TCGA-HZ-7925-01A,TCGA-2L-AAQJ-01A,TCGA-IB-7887-01A,TCGA-FB-AAQ1-01A,TCGA-S4-A8RP-01A,TCGA-FB-AAPQ-01A,TCGA-YY-A8LH-01A,TCGA-HZ-A77O-01A,TCGA-FB-AAPZ-01A,TCGA-FB-AAQ2-01A,TCGA-LB-A8F3-01A,TCGA-IB-7645-01A,TCGA-HZ-A9TJ-01A,TCGA-2J-AAB6-01A,TCGA-2J-AABF-01A,TCGA-XD-AAUH-01A,TCGA-2J-AAB9-01A,TCGA-OE-A75W-01A,TCGA-2J-AAB4-01A,TCGA-IB-7652-01A,TCGA-3A-A9I9-01A,TCGA-XN-A8T3-01A,TCGA-IB-7649-01A,TCGA-2J-AAB8-01A,TCGA-3A-A9IB-01A
DUOXA2,11.17242751,10.32192809,10.96217303,11.82296909,10.67419227,9.328674927,11.81977993,13.90482275,12.99717948,0,9.152284842,8.754887502,12.23361968,8.164906927,12.35645197,13.38221872,1.584962501,9.118941073,10.23720996,11.65194861,13.42574042,7.294620749,10.76901132,11.8963324,11.91811785,8.13442632,10.94909716,8.366322214,9.049848549,9.049848549,13.54206454,9.271463028,2.321928095,8.857980995,11.63254088,7.50779464,8.566054038,10.61930296,9.440869168,12.09044328,6.409390936,10.76071995,10.74062404,9.893301531,8.515699838,9.525520809,4.247927513,7.636624621,11.00842862,6.321928095,10.11374217,6.392317423,9.451211112,11.69435789,12.15766273,12.69479315,6.714245518,13.14402087,11.53478921,12.36877926,10.6617781,13.83160415,12.37802385,12.99735593,12.52698821,12.74167764,8.842350343,11.48934624,7.912889336,10.75905594,10.62388149,12.43462823,7.118941073,11.74146699,11.15545073,10.84549005,6.64385619,12.7026056,6.965784285,8.569855608,6.584962501,7.285402219,0,8.312882955,10.74230944,10.18487534,4,12.08945048,14.22015157,7.348728154,10.89102419,7.554588852,7.189824559,9.491853096,10.88264305,10.18858885,11.09737377,11.53235593,13.03428313,9.845490051,11.34651373,6.339850003,6.247927513,7.055282436,14.02306125,11.23900176,11.04302728,10.94909716,5.672425342,4.247927513,2.321928095,0,7.707359132,9.759888183,1,11.29806257,10.2632692,9.326429487,7.14974712,6.459431619,11.02167404,10.59618976,13.83249448,8.77807713,13.19167615,11.27204652,10.41890673,12.88512437,9.152284842,12.6105635,9.645658432,4.584962501,8.022367813,12.12573633,9.116343961,7.686500527,10.29347165,11.26209485,7.339850003,9.820178962,8.247927513,9.497851837,10.14593215,10.44914865,13.724727,8.971543554,10.94617524,10.17741954,13.34748296,11.78790256,9.64385619,9.936637939,4.700439718,10.87728413,6.686500527,11.48532619,7.499845887,12.59222342,8.693486957,9.030667136,10.96506276,12.93718989,9.294620749,12.10525378,7.392317423,12.10164745,6.442943496,11.66578003
SEZ6L,5.857980995,5.906890596,6.857980995,9.854868383,4.392317423,12.07246761,7.839203788,9.48984796,3.906890596,13.27306708,10.52552081,7.159871337,8.038918989,10.00281502,5.044394119,7.851749041,10.91587938,7.14974712,7.982993575,5.426264755,5.700439718,6.686500527,4.754887502,4.754887502,6.266786541,3,9.837627933,9.691743519,7.434628228,7.169925001,4.087462841,8.45532722,3,10.96144969,6.781359714,2.321928095,10.29462075,7,7.17990909,6.584962501,9.712527,7.491853096,5.95419631,7.451211112,7.022367813,12.99276135,13.93691394,6.569855608,11.04507705,5.169925001,8.596189756,5.64385619,9.266786541,9.442943496,4.169925001,5.554588852,5.906890596,8.731319031,4,6.584962501,4.807354922,6.022367813,7.459431619,9.30833903,8.539158811,6.672425342,8.707359132,6.129283017,4.64385619,5.906890596,7.366322214,9.197216693,4.087462841,8.189824559,8.885696373,7.942514505,8.233619677,7.531381461,7.330916878,8.523561956,15.60264088,7.189824559,1.584962501,5.700439718,5.491853096,8.06608919,8.888743249,8.326429487,6.754887502,9.226412193,5.523561956,6.554588852,8.614709844,8,8.060695932,6.832890014,9.139551352,6.169925001,9.202123824,10.15608308,9.477758266,6.50779464,3.807354922,9.749869427,2.584962501,10.12282799,8.184875343,7,9.002815016,13.68595328,14.50264537,12.82217246,7.813781191,0,0,3,6.209453366,14.8145324,7.807354922,6.044394119,6.209453366,9.868822555,6.95419631,8.77478706,5.129283017,11.12670447,7.971543554,7.658211483,7.894817763,4.857980995,10.16490693,10.84862294,7.491853096,7,7.62935662,7.693486957,5.554588852,8.724513853,9.46760555,8.30833903,9.83447105,10.34096276,10.25856603,9.766528909,3.807354922,4,7.499845887,9.25502857,6.64385619,7.189824559,6.169925001,6.845490051,9.445014846,6.62935662,9.714245518,6.599912842,9.652844973,9.992938336,11.03548645,7.672425342,6.523561956,9.8008999,11.25915477,7.562242424,9.632995197,9.385862401,4.857980995,7.569855608
CXCL17,10.96361862,12.9465408,11.42574042,8.451211112,12.49335512,8.988684687,12.22550872,10.16867212,6.894817763,2,5.857980995,11.00281502,12.28337779,12.56462586,11.7883105,13.63843591,3.906890596,12.58072965,12.27321281,10.10328781,13.36276574,8.873444113,12.26649376,8.434628228,9.499845887,10.26678654,8.611024797,11.07414146,10.31174832,4.087462841,10.91886324,8.861086906,3.459431619,14.69517391,13.08928495,9.011227255,12.07714952,8.335390355,9.509775004,11.34762137,11.6188443,9.681238412,6.781359714,8.285402219,11.65553072,10.59618976,4.169925001,8.224001674,9.192292814,7.64385619,11.43410693,9.909893084,12.42153891,10.07146236,12.13506795,9.914385132,9.56414949,7.741466986,11.13570929,8.442943496,7.882643049,14.73089465,13.33580903,12.8917837,8.851749041,9.915879379,8.339850003,10.20212382,11.95673915,12.12992693,10.02375435,9.430452552,8.95419631,6.87036472,10.85018684,10.23959853,12.76880462,10.72280753,9.335390355,7.988684687,2.584962501,7.988684687,4.169925001,14.06516366,12.17086395,9.832890014,12.44811631,10.05799172,12.27117119,11.99116751,11.63753055,13.5258878,6.62935662,11.62935662,10.04439412,11.26795708,14.52766026,8.761551232,2.584962501,12.94233122,13.51975909,6.894817763,8.339850003,11.05256805,10.70043972,9.33315535,12.53649007,10.80493767,7.357552005,3.459431619,2.584962501,3,6.303780748,11.05799172,5.285402219,11.75238065,11.59618976,6.209453366,13.92685191,10.12928302,12.28598011,11.57648435,10.37503943,11.62525222,11.6329952,11.83683936,13.3089078,12.0986901,10.2179577,13.25222191,9.62935662,7.686500527,11.05324713,10.15860969,11.00422047,11.81016994,13.36768776,9.917372079,5.614709844,8.924812504,11.10590851,11.51569984,11.1176431,7.562242424,10.59339112,11.93442804,12.01854794,12.23631323,11.67375074,10.03479896,11.20762447,8.936637939,9.682994584,9.236014192,9.936637939,9.961449694,11.36686859,12.57506646,10.12541347,7.539158811,12.81838246,12.09836113,9.428360173,10.18858885,8.654636029,12.38667086,6.339850003,12.08514046
KRT16,9.321928095,13.6976192,10.69957245,14.16247001,11.68737568,10.90989308,12.70043972,8.54689446,13.25133446,0,7.8008999,13.20731943,9.968666793,7.417852515,14.00904129,9.326429487,0,11.19229281,13.80039438,10.67065625,12.06810648,9.303780748,15.07501946,12.90933059,8.82336724,10.44811631,9.865733271,10.50084188,10.19721669,11.80130419,11.86495992,11.56652978,12.79075575,11.98013958,13.84293956,9.381542951,8.558420713,11.5863707,7.209453366,9.903881846,14.44236039,10.00982862,9.342074668,8.011227255,10.27961058,10.74986943,6.672425342,11.90275194,11.12992693,12.49685378,14.12630116,8.693486957,6.357552005,12.70520038,14.32319553,13.13923157,9.851749041,9.271463028,12.67926016,11.86031105,11.06002035,8.247927513,9.8008999,11.19167615,12.58308277,13.04644195,13.30463652,10.65284497,8.73470962,10.35093918,10.06608919,10.92999806,13.78912605,9.592457037,10.72877085,10.41785251,11.29001885,11.28828934,10.74986943,8.675957033,0,13.0211535,0,13.99620865,9.269126679,6.930737338,5,10.64745843,10.16490693,10.42206477,12.11894107,10.09407769,8.6794801,13.41653366,11.30720081,12.01227534,12.05765334,12.90237511,6.918863237,12.60617384,13.58237724,9.562242424,5,13.0001761,11.50779464,12.21947107,11.00842862,11.26795708,9.949826711,2.807354922,2,0,7.607330314,6.977279923,1.584962501,14.81823265,12.85953479,2.807354922,9.638435914,10.60640521,10.10197567,10.45018025,10.6635581,7.303780748,8.405141463,8.499845887,10.68999797,11.87805091,8.214319121,11.0313566,7.539158811,9.769837844,13.4540422,10.74483384,11.20640391,16.31905464,12.42101286,10.69696753,8.87958325,12.41177578,13.49797655,8.339850003,7.022367813,12.05460432,12.33650656,11.99541385,11.86727874,8.06608919,11.54012804,10.06743436,12.44889063,11.55602699,16.50971316,9.607330314,8.930737338,11.55314928,13.23032072,10.32305476,9.049848549,9.832890014,13.11243951,12.77766628,12.4046094,9.005624549,9.743151394,9.987264012,10.01820018,12.81858218
MARCO,6.108524457,10.12023788,4.459431619,7.807354922,8.108524457,8.479780264,11.48784003,10.21067134,11.61332905,4.807354922,12.37585398,9.14974712,7.366322214,6.768184325,11.10263189,9.939579214,3.807354922,12.25561875,11.79075575,8.447083226,9.292321633,11.44553222,9.353146825,9.887220615,10.70217269,9.726218159,9.923327485,8.693486957,9.932214752,11.24733418,11.19167615,13.58543205,12.60917874,8.968666793,6.169925001,9.567956075,11.27496047,12.66066448,11.53089398,10.65821148,8.475733431,10.77725532,9.599912842,11.44086917,10.17866485,5.64385619,2.321928095,9.084808388,10.50878516,13.75749419,9.891783703,11.46352437,8.299208018,11.14784089,8.405141463,11.31854281,7.62935662,8.857980995,6.906890596,12.08281434,10.74483384,6.614709844,6.95419631,11.25325658,12.07414146,13.09027786,9.027905997,7.46760555,5.614709844,8.933690655,10.56033283,9.159871337,7.62935662,10.98797452,10.76238204,8.980139578,8.243173983,10.19105921,10.21067134,7.912889336,3.584962501,9.174925683,10.39231742,11.40886044,11.89860139,7.044394119,3.584962501,8.703903573,3.906890596,8.562242424,7.451211112,11.6105635,11.34983409,8.651051691,9.353146825,7.781359714,4.584962501,7.199672345,4.700439718,10.89784546,8.247927513,10.82017896,2.807354922,8.672425342,6.108524457,5.977279923,10.54978467,11.50531536,9.651051691,4.807354922,2.321928095,2,9.20701432,3,2.321928095,7.948367232,9.21916852,5.614709844,9.583082768,7.807354922,7.129283017,8.994353437,6.475733431,8.339850003,8.463524373,8.588714636,11.00422047,12.58237724,7.839203788,11.50332886,9.306061689,11.35259523,9.743151394,6.022367813,8.257387843,11.28598011,9.573647187,7.700439718,6.108524457,12.88969408,10.41362793,6.672425342,10.11113567,8.672425342,10.15355203,8.700439718,11.81137469,10.57080444,8.055282436,7.434628228,10.14847658,10.52845411,8.918863237,7.442943496,11.49785184,8.392317423,10.87881728,10.88493365,7.129283017,7.960001932,10.32867493,10.14338321,12.7934001,11.32642949,6.741466986,11.15545073,8.696967526,11.41362793
C12orf56,1.584962501,4.321928095,1.584962501,4.459431619,5.459431619,4.247927513,4.459431619,4.392317423,5.392317423,2.807354922,2,1,2,3.321928095,7.294620749,1,1,3.700439718,0,1,3.906890596,1,4,5.727920455,6.569855608,2.321928095,4.321928095,2.807354922,5,2.584962501,5.169925001,2,2.321928095,1.584962501,4,7.348728154,1.584962501,2.584962501,0,3.169925001,6.988684687,6.426264755,2.321928095,1,7.754887502,4.087462841,2.584962501,5.169925001,7.400879436,5.459431619,5.169925001,4,0,5.426264755,5.807354922,6.491853096,2,3.169925001,2.584962501,5.044394119,6.977279923,5.832890014,1.584962501,5.95419631,4.321928095,3.584962501,6.266786541,6.741466986,0,1,0,5.129283017,3.700439718,8.459431619,5.426264755,4.392317423,3.584962501,4.584962501,1,2,1,2.807354922,1.584962501,1,2.807354922,1.584962501,0,6.209453366,5.357552005,5.426264755,4.95419631,0,2.807354922,4.523561956,1.584962501,5.209453366,2.321928095,1.584962501,1.584962501,4.64385619,6.942514505,7.159871337,6.14974712,7.614709844,1,5.209453366,8.098032083,0,4.247927513,0,0,1.584962501,1.584962501,0,0,3.807354922,5.906890596,2.807354922,4.087462841,4.321928095,4.321928095,2,4.459431619,4.247927513,3,3,1.584962501,4,3.321928095,6.794415866,2.584962501,6,5.129283017,5.95419631,3.807354922,2.807354922,3.700439718,3.584962501,7.392317423,5.554588852,2.321928095,2.807354922,3.169925001,3.906890596,7.129283017,1.584962501,0,2.584962501,6.523561956,5.977279923,3.584962501,5.044394119,5.882643049,3,4,4.807354922,7.076815597,2.321928095,4.95419631,4.754887502,7.348728154,5.857980995,1,2.321928095,2.584962501,2,4.807354922,5.857980995
IHH,5.169925001,6.392317423,8.339850003,7.118941073,8.103287808,7.266786541,7.22881869,6.807354922,8.209453366,2.321928095,10.82416321,8.317412614,8.668884984,8.918863237,11.35369821,9.652844973,4.392317423,9.038918989,8.558420713,2.584962501,9.306061689,5.169925001,9.447083226,10.01680829,9.357552005,7.247927513,9.294620749,9.946906274,4,7.266786541,8.562242424,8.139551352,4.523561956,3.700439718,9.616548844,7.459431619,6.22881869,5.169925001,10.01820018,10.80493767,7.087462841,7.011227255,11.78912605,9.055282436,11.44863257,6.285402219,3.700439718,1,9.62935662,6.189824559,10.36194377,9.575539247,3.906890596,9.525520809,8.199672345,10.77148947,8.73470962,10.51175265,7.531381461,9.475733431,10.28540222,11.83841608,9.197216693,10.41890673,11.46964182,9.436711542,8.921840937,8.873444113,6.754887502,11.18487534,9.20701432,10.85252951,6.50779464,10.46454575,8.8008999,10.74315139,9.515699838,7.845490051,6.857980995,10.11374217,10.76570049,10.15608308,1,11.48733762,12.35093918,7.900866808,9.202123824,6.523561956,11.9465408,7.285402219,8.005624549,11.31061278,7.577428828,10.24911345,9.93516505,7.409390936,11.55218876,9.409390936,5.087462841,10.70994538,10.95782756,6.442943496,8.413627929,9.658211483,11.5526691,6.906890596,10.39016896,8.717676423,8.491853096,4.807354922,4,9.652844973,4.459431619,10.01402047,9.622051819,5.392317423,9.041659152,3.321928095,11.96722626,7.076815597,9.202123824,10.76404222,11.16553514,8.027905997,9.667111542,6.700439718,9.854868383,10.60362634,5.832890014,10.95346896,7.539158811,4.523561956,11.79887677,9.044394119,7.864186145,3.807354922,10.55458885,5.129283017,6.169925001,11.35424938,9.625708843,8.252665432,8.224001674,9.717676423,9.392317423,9.276124405,5.882643049,10.12541347,5.491853096,12.67065625,9.262094845,8,6.794415866,3.584962501,9.113742166,10.94836723,5.523561956,10.66888498,7.459431619,6.539158811,11.95528665,6.64385619,9.614709844,9.501837185,4.247927513,7.098032083,8.285402219,9.465566405
LGALS9B,4.64385619,4.700439718,1.584962501,2.807354922,6.965784285,1.584962501,7.531381461,6.266786541,1,0,5.392317423,4,4.857980995,5,5.169925001,5.357552005,2.321928095,4.169925001,5.321928095,2.321928095,9.527477006,0,5.700439718,9.459431619,7.098032083,4,2.807354922,5.832890014,2,4.754887502,7.276124405,4.906890596,2,5.700439718,5.044394119,4.392317423,4.087462841,3.321928095,4.392317423,5.584962501,2.807354922,3,5.285402219,4.087462841,3.807354922,1,1,5.285402219,8.060695932,3.700439718,2.321928095,1.584962501,3.169925001,5.754887502,4.247927513,8.321928095,1.584962501,6.266786541,1,3.321928095,7.491853096,3.700439718,4.247927513,6.209453366,6.409390936,4,2.584962501,6.087462841,2.584962501,7.900866808,4.459431619,5.169925001,4.95419631,3.169925001,6,5.882643049,2.807354922,4.584962501,3.459431619,1.584962501,1,3.169925001,1,6.321928095,1.584962501,3.321928095,6.044394119,8.303780748,8.721099189,3,4.64385619,4.700439718,2.584962501,8.661778098,3.906890596,2.321928095,4.700439718,5.491853096,4.857980995,5.857980995,1.584962501,2,7.539158811,3.321928095,5.906890596,4.700439718,8.321928095,4.087462841,8.442943496,0,0,1,2,5.95419631,6.247927513,9.098032083,4.459431619,1,3.321928095,3.321928095,5.700439718,5.882643049,8.174925683,4.321928095,4.169925001,3.321928095,3.321928095,7.46760555,1.584962501,3.906890596,3.169925001,1.584962501,2.584962501,6.14974712,6.426264755,6.357552005,5.247927513,3.584962501,1,2,5.614709844,2.584962501,5.672425342,6.918863237,8.636624621,4.64385619,5.614709844,5.459431619,7.417852515,3.584962501,3.321928095,2.321928095,2,4.169925001,1,2,2.584962501,3.584962501,3.321928095,1.584962501,4.459431619,4.807354922,5.781359714,2,1.584962501,3.807354922,6.06608919,2
DUOX2,13.68726632,12.57742883,12.93700593,13.91671921,14.06928192,12.24703742,14.62673571,16.18835703,14.85360196,3.700439718,11.83209885,11.45686774,14.69337805,11.26912668,14.83807132,15.02397088,3.906890596,12.54061241,13.00457162,13.49747765,15.41333042,10.96289601,13.37897215,14.00140819,14.69973511,11.32530546,13.06760242,11.01122726,11.55842071,11.63571812,16.26983894,11.94909716,4.857980995,11.08679969,13.89396508,11.01889562,11.52307183,12.92499802,12.47040468,14.80135471,9.967226259,12.99435344,13.45519877,12.54544718,11.54254826,13.77303615,6.857980995,9.398743692,14.5714564,9.620219826,12.01576349,10.70476824,13.11683128,13.76983784,13.7432566,14.99682653,11.36194377,15.39897744,13.88178314,15.00636991,14.07012094,16.73271067,13.75936809,15.91309978,15.0953146,15.70071063,11.89443885,13.82942545,9.381542951,13.68901517,13.37449615,15.58311216,9.749869427,15.91380102,13.83140622,13.68781306,9.84862294,14.50009495,10.34651373,11.55410915,8.577428828,10.357552,1,10.87344411,13.55877943,14.21462269,7.851749041,15.19863688,16.15006458,10.63934071,13.5794338,9.874981348,10.13442632,12.81598363,13.43423727,12.64610864,13.75728582,13.80916521,14.92939712,12.12992693,14.79958519,8.885696373,7.523561956,10.25266543,15.89668717,13.84362667,14.26268214,13.42232762,9.642051693,6.209453366,4.392317423,1,11.06944977,10.77971936,2,13.55877943,12.53113774,11.56128795,10.14720492,9.465566405,13.95219522,12.57742883,15.9556045,11.1692987,14.88693494,14.85077286,13.03221796,15.07426692,11.02928723,14.28048081,13.97289006,7.22881869,11.01402047,15.29781188,11.20028561,11.16741815,12.05256805,14.12153352,9.73978061,12.99806149,11.07815081,11.65105169,13.70628016,14.56843119,15.6890971,12.08015131,13.5844928,13.40394404,15.17804233,13.59362455,12.16427844,12.91270225,7.330916878,13.20365389,10.203348,14.14122904,9.315149562,15.22652509,12.09539702,11.68079903,12.58871464,15.3984097,12.81197669,14.29490788,10.95492329,14.19144483,10.43983088,13.37571825
SVOP,5.321928095,5,5.169925001,7.813781191,2,10.85486838,5.491853096,8.77478706,0,12.31656439,8.971543554,5.285402219,9.204571144,8.527477006,3.459431619,6.209453366,9.47370575,5.209453366,6.357552005,4.754887502,3.321928095,5.357552005,3.459431619,3.700439718,4.64385619,1.584962501,8.721099189,8.535275377,7.238404739,2,3.700439718,6.22881869,4.700439718,9.693486957,4.906890596,1.584962501,8.523561956,5.169925001,7.54689446,4.459431619,7.622051819,6.247927513,4.087462841,4.584962501,6.266786541,10.93295289,12.19198451,1.584962501,8.903881846,2.584962501,6.942514505,2.807354922,7.707359132,7.491853096,5.044394119,6.247927513,2.321928095,7.266786541,1.584962501,5.95419631,5.209453366,4.087462841,8.924812504,7.845490051,6.539158811,4.754887502,7,4.169925001,4.857980995,4.523561956,5.523561956,7.727920455,2.321928095,6.554588852,5.882643049,8.353146825,5.930737338,5.781359714,4.95419631,6.22881869,12.66511381,6.303780748,0,5.459431619,1.584962501,6.357552005,4.754887502,6.169925001,6,8.370687407,3.459431619,0,7.375039431,5.357552005,7.118941073,6.339850003,7.46760555,4.754887502,8.413627929,8.082149041,8.45532722,3.700439718,4.523561956,7.523561956,1.584962501,9.487840034,6.714245518,1,8.092757141,11.73978061,11.43045255,12.30748545,8.717676423,1.584962501,1.584962501,2.807354922,4.321928095,12.98886217,7.994353437,5.129283017,5.614709844,9.187352073,5.357552005,6.426264755,4.392317423,8.693486957,6.942514505,6.087462841,6.87036472,1,7.768184325,9.874981348,4.95419631,3.459431619,6.754887502,7.651051691,3.807354922,7.14974712,7,5.930737338,7.876516947,9.224001674,7.894817763,5.977279923,1.584962501,2,6.672425342,7.693486957,4.169925001,5.781359714,4.754887502,5.392317423,8.487840034,5.781359714,7.330916878,5.459431619,7.375039431,8.45532722,10.54399845,6.022367813,5,8,8.199672345,7.930737338,7.098032083,7.46760555,0,4.321928095
PCSK1,7.011227255,7.129283017,7.22881869,10.16113188,4.247927513,13.82525695,8.495855027,11.3140167,4.169925001,13.83110928,12.16427844,8.84862294,11.63753055,11.20151134,5.459431619,8.159871337,14.2520001,7.22881869,7.64385619,6.857980995,6.539158811,8.596189756,5.491853096,5.584962501,7.383704292,5.857980995,10.82017896,11.26737193,10.10590851,4.087462841,6.539158811,10.56414949,6.754887502,12.02132703,7.321928095,5.321928095,11.14338321,8.005624549,9.515699838,7.62935662,10.18487534,9.216745858,6.108524457,4.584962501,8.199672345,14.12509054,11.24911345,6.169925001,11.30092449,7.169925001,9.315149562,10.27029533,11.32136443,10.19229281,6.266786541,7.46760555,7.108524457,10.01402047,5.977279923,8.405141463,7.592457037,6.965784285,9.955649908,9.856425529,9.240791332,7.055282436,8.77807713,6.807354922,6.442943496,7.392317423,8.353146825,10.69522829,3.321928095,9.276124405,8.299208018,9.231221181,10.19352536,6.794415866,7.209453366,8.499845887,12.27117119,8.807354922,10.71338651,5.857980995,5,8.758223215,1,8.257387843,9.396604781,10.58025857,7.948367232,5.169925001,10.83841608,7.312882955,8.405141463,8.596189756,10.0768156,6.87036472,10.16490693,10.76652891,10.60177079,6.754887502,10.79766153,10.39874369,4,11.86766485,9.292321633,8.965784285,10.34872815,14.81643371,16.90482275,14.4860808,10.76487159,13.69827058,13.7232343,4.754887502,7,7.781359714,9.661778098,6.459431619,7.129283017,11.30947635,7.622051819,8.909893084,8.199672345,12.0406322,8.640244936,8.459431619,9.616548844,3.906890596,10.69174352,11.2848241,7.199672345,7.055282436,9.550746785,8.842350343,5.700439718,9.933690655,8.527477006,8.632995197,10.03754695,11.41256985,11.24614677,9.209453366,6.06608919,4.169925001,8.527477006,9.851749041,7.531381461,7.159871337,6.965784285,8.388017285,11.40141288,7.982993575,9.177419538,6.988684687,9.908392621,11.39874369,12.6956633,8.049848549,6.108524457,10.75988818,10.89935692,9.861086906,9.567956075,10.04165915,4,7.622051819
